Name,OrderNumber,Disabled,ParagonSeason,VisibleOnlyInMatchingSeason,DungeonSet,DifficultyTrack,MonsterDifficulty,SceneType,TimeInSeconds,DungeonNeedToKillAllMonsters,DefendFriendliesTID,XpLevelReg,ParagonLevelReg,EstimatedXpLevelReg,PvpXpLevelCap,GearScore,TID,Music,AmbientSound,SceneJSON,DefaultEnvironmentalEffect,IconAsset,WorldType,PlayerCount,RespawnSeconds,DungeonDrop,DungeonDropMultiplier,AmbushType,SummonEliteChanceNormal,SummonEliteChanceStrong,SummonEliteChanceBoss,AverageBotXPLevelNormal,AverageBotGearLevelNormal,BotPowerGemLevelForOfflineDungeon,AverageBotXPLevelHard,AverageBotGearLevelHard,AverageBotXPLevelVeryHard,AverageBotGearLevelVeryHard,BotBoost,SummonCanBeElite,BluePrintPointsFromNormal,BluePrintPointsFromStrong,BluePrintPointsFromBoss,BluePrintPointsForFirstDrop,BluePrintPointsForSecondDrop,BluePrintPointsForThirdDrop,BluePrintPointsForFourthDrop,DungeonAndQuestAndPvpCompletedLootProfile,BossHealthBoostPercent,PvpEnemy1,PvpEnemy1Points,PvpEnemy2,PvpEnemy2Points,PvpEnemy3,PvpEnemy3Points,PvpEnemy4,PvpEnemy4Points,PvpEnemy5,PvpEnemy5Points,PvpEnemy6,PvpEnemy6Points,PvpEnemy7,PvpEnemy7Points,PvpEnemy8,PvpEnemy8Points,SkinDrop,RandomEventLevel,RandomEvent1,RandomEvent1Chance,RandomEvent2,RandomEvent2Chance,RandomEvent3,RandomEvent3Chance,RandomEvent4,RandomEvent4Chance,RandomEvent5,RandomEvent5Chance,RandomEvent6,RandomEvent6Chance,SmallEnemyDamageAndHealingIncreasePercent,SmallEnemyHealthIncreasePercent,SmallEnemyLootIncreasePercent,LargeEnemyDamageAndHealingIncreasePercent,LargeEnemyHealthIncreasePercent,LargeEnemyLootIncreasePercent,BossEnemyDamageAndHealingIncreasePercent,BossEnemyHealthIncreasePercent,BossEnemyLootIncreasePercent,FriendlyDamageAndHealingIncreasePercent,FriendlyHealthIncreasePercent,Modifier1,Modifier1Number,Modifier2,Modifier2Number,AreaEffect,AreaEffectChancePermilleEveryTenthOfASecond,AreaEffectRandomDistanceFromPlayer,AreaEffectMinimumDistanceFromPlayer,AreaEffectDamagesEnemies,AreaEffectActiveTimeMs,AreaEffectDownTimeMs,AreaEffectMinimumDistanceToEachOther
dpstest_melee20,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_MELEE_20,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_melee_20.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_revenge1,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_REVENGE_1,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_revenge_1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_revenge2,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_REVENGE_2,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_revenge_2.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_revenge3,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_REVENGE_3,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_revenge_3.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_revenge5,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_REVENGE_5,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_revenge_5.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_revenge10,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_REVENGE_10,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_revenge_10.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_revenge20,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_REVENGE_20,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_revenge_20.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_DG01_ARENA,5,TRUE,3,,99,,,Arena,300,,,,,20,,2900,TID_W01_DG01_ARENA,ArenaDungeon01B,EarthCityRooftopNight,scene/w01_dg01_arena.json,,sc/ui.sc#mapbg_w01_dg03,Dragonling,4,10,,,,,,,220,220,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_OA02_MONSTERHUNT,6,TRUE,3,,99,,,Dungeon,300,,,,,23,,3000,TID_W02_OA02_MONSTERHUNT,DungeonDark,CanyonTop,scene/w02_oa02_monsterhunt.json,,sc/ui.sc#mapbg_w01_dg03,Beetle,4,10,,,,,,,230,230,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_OA01_SCAVENGERHUNT,7,TRUE,3,,99,,,Arena,300,,,,,23,,3000,TID_W02_OA01_SCAVENGERHUNT,DungeonDark,CanyonTop,scene/w02_oa01_scavengerhunt.json,,sc/ui.sc#mapbg_w01_dg03,Beetle,4,10,,,,,,,230,230,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_OA03_DUNGEON,8,TRUE,3,,99,,,Dungeon,300,,TID_DUNGEON_DEFENSE_HINT,,,23,,3000,TID_W01_OA03_DUNGEON,DungeonDark,CanyonTop,scene/w01_oa03_dungeon.json,,sc/ui.sc#mapbg_w01_dg03,Beetle,4,10,,,,,,,230,230,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_OA02_DUNGEON,9,TRUE,3,,99,,,Arena,300,,,,,23,,3000,TID_W02_OA02_DUNGEON,DungeonDark,CanyonTop,scene/w02_oa02_dungeon.json,,sc/ui.sc#mapbg_w01_dg03,Beetle,4,10,,,,,,,230,230,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_DG06_TEST,10,TRUE,3,,99,,,Dungeon,300,,,,,30,,4300,TID_W02_DG06_TEST,DungeonDragonlingShrineCanyon,OvergrownRuins,scene/w02r03_sewer_boss_test.json,,sc/ui.sc#mapbg_w01_dg06,Dragonling,4,10,,,,,,,300,300,,,,,,3,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_AmbushDungeon,11,TRUE,3,,99,,,Dungeon,300,,,,,30,,4300,TID_W02_AMBUSH_DUNGEON,DungeonDragonlingShrineCanyon,OvergrownRuins,scene/w02_ambush_dungeon.json,,sc/ui.sc#mapbg_w01_dg06,Dragonling,4,10,,,,,,,300,300,,,,,,3,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MiniPoisonPuddleEnv,1000,1,,,,,200
PVP_BEETLE_TEST_DUO,,TRUE,99,,,,,PvpDuo,180,,,,,30,30,3708,TID_BEETLEPVP_1,OpenWorldBeetleSewers,Sewers,scene/w01_pvp_2vs2_dragonling.json,,sc/ui.sc#mapbg_w01_pvp_2vs2_dragonling,Beetle,20,10,,,1,,,,300,300,,,,,,,,,,10000,,,,,,-50,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,BeetleStrongBlower,5,BeetleBossEasy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_BEETLE_TEST_TEAM,,TRUE,99,,,,,PvpTeam,180,,,,,30,30,3708,TID_BEETLEPVP_2,OpenWorldBeetleSewers,Sewers,scene/pvp_10vs10_beetle.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,20,10,,,1,,,,300,300,,,,,,,,,,10000,,,,,,-25,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,BeetleBossEasy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_BEETLE_TEST_TEAM2,,TRUE,99,,,,,PvpTeam,180,,,,,30,14,3708,TID_BEETLEPVP_3,OpenWorldBeetleSewers,Sewers,scene/w01_pvp_10vs10_old_ruined.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,20,10,,,1,,,,140,140,,,,,,,,,,10000,,,,,,-25,BeetleWeakMeleeSmall,1,BeetleWeakRangedSmall,1,BeetleStrongKnight,5,BeetleStrongRanged,5,BeetleBossEasy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_EVENT_BM,,,99,,,,,PvpSolo,180,,,,,30,1,3708,TID_EVENT_BM_MAP,OpenWorldBeetleSewers,SpookyForest,scene/pvp_event_bm.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,10,6,,,1,,,,300,300,,,,,,,,,,10000,,,,,,,Event_BM_Meat,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_EVENT_SR,,TRUE,99,,,,,PvpSolo,180,,,,,30,5,3708,TID_EVENT_SR_MAP,OpenWorldBeetleSewers,SpookyForest,scene/pvp_event_sr2.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,20,6,,,1,,,,50,50,,,,,,,,,,10000,,,,,,,Event_BM_Meat,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVP_EVENT_ZOO,,TRUE,99,,,,,PvpSolo,180,,,,,30,5,3708,TID_EVENT_ZOO_MAP,OpenWorldLight,SpookyForest,scene/pvp_deathmatch_test01_mikko.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,20,10,,,1,,,,140,140,,,,,,,,,,10000,,,,,,-75,DragonlingWeakMeleeSmall,1,DragonlingWeakRangedSmall,1,DragonlingStrongSlammer,5,DragonlingStrongJumper,5,,,DragonlingDungeonBossOpen,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVENT_BEETLE_ARENA_EASY,,,99,,,,,Arena,300,,TID_ARENA_DEFENSE_HINT,,,1,,1000,TID_EVENT_BEETLE_ARENA,DungeonDragonlingOvergrownRuins,GrassyPlains,scene/w00_park_arena_2.json,,sc/ui.sc#mapbg_w01_dg01,Dragonling,4,10,,,1,,,,10,10,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,-75,,,-75,-15,,,100,FasterMonsters,-200,,,,,,,,,,
EVENT_BEETLE_ARENA,,,99,,,,,Arena,300,,TID_ARENA_DEFENSE_HINT,,,1,,1000,TID_EVENT_BEETLE_ARENA,DungeonDragonlingOvergrownRuins,GrassyPlains,scene/w00_park_arena_2.json,,sc/ui.sc#mapbg_w01_dg01,Dragonling,4,10,,,1,,,,10,10,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,33,,-33,10,,-33,,,,100,FasterMonsters,-100,,,,,,,,,,
EVENT_BEETLE_ARENA_HARD,,,99,,,,,Arena,300,,TID_ARENA_DEFENSE_HINT,,,1,,1000,TID_EVENT_BEETLE_ARENA,DungeonDragonlingOvergrownRuins,GrassyPlains,scene/w00_park_arena_2.json,,sc/ui.sc#mapbg_w01_dg01,Dragonling,4,10,,,1,,,,10,10,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,25,,,15,,,50,,,,,,,,,,,,
EVENT_PVP_SOLO,,,99,,,,,PvpSolo,90,,,,,,30,1000,TID_EVENT_PVP_SOLO,PVPDungeon01,Warehouse,scene/event_pvp_small_ffa_8.json,,sc/ui.sc#mapbg_w01_oa01,MocoGym,8,3,,,1,,,,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVENT_PVP_DUO,,,99,,,,,PvpDuo,90,,,,,,30,1000,TID_EVENT_PVP_DUO,PVPDungeon01,Warehouse,scene/event_pvp_small_duo_4teams.json,,sc/ui.sc#mapbg_w01_oa01,MocoGym,8,3,,,1,,,,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVENT_PVP_SMALL_TEAM,,,99,,,,,PvpTeam,90,,,,,,30,1000,TID_EVENT_PVP_TEAM,PVPDungeon01,Warehouse,scene/event_pvp_small_4v4.json,,sc/ui.sc#mapbg_w01_oa01,MocoGym,8,3,,,1,,,,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_MANNY_ESCORT_DUNGEON,0,,2,,,,,Dungeon,300,,TID_MANNY_ESCORT_HINT,,,32,,4518,TID_CH02_MANNY_ESCORT_DUNGEON,DungeonBeetleSewers,SpookyForest,scene/w02d02_toxic_blocking.json,,sc/ui.sc#mapbg_ch02_dg_manny_vibes,Beetle,4,15,,,1,,,,320,320,,,,,,3,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,
CH02_JAX_SOLDIER_DUNGEON,1,,2,,,,,Dungeon,300,,,,,34,,4977,TID_CH02_JAX_SOLDIER_DUNGEON,DungeonDragonlingGardenCity,OvergrownRuinsGarden,scene/w01_garden_ravine.json,,sc/ui.sc#mapbg_ch02_dg_jaxxed_out,Dragonling,4,15,,,1,,,,340,340,,,,,,3,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,
CH02_LUNA_SOLDIER_DUNGEON,2,,2,,,,,Dungeon,300,,,,,36,,5490,TID_CH02_LUNA_SOLDIER_DUNGEON,DungeonBoss01,EarthCityRooftopNight,scene/w00_park_dg_ch2.json,,sc/ui.sc#mapbg_ch02_dg_origin_of_chaos,Dragonling,4,15,,,1,,,,360,360,,,,,,3,,100,500,10000,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W00_OA01,,,2,,,,,OpenWorld,,,,30,,30,,4095,TID_W00_OA01,OpenWorldEarthCrossTown,EarthCityOutdoorsEvening,scene/w00_oa01_crosstown.json,,sc/ui.sc#mapbg_w00_oa01_crosstown,Homeworld,28,10,,,,,,,315,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,EscortNpcEvent,500,LunaCatEvent,500,FightingNpcEvent,500,FightingNpcEvent2,500,FightingNpcEvent3,500,PrisonEvent,1000,,,,,,,,,,,,,,,,,,,,,,,
W03_OA01,5,,2,,,,,OpenWorld,,,,46,,46,,8937,TID_W03_OA01,OpenWorldCatFishingVillage,IcePlains,scene/w03_oa05_frostpaw_cove.json,,sc/ui.sc#mapbg_w03_oa05_frostpaw_cove,Cat,28,10,,,,,,,480,480,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,46,EscortNpcEvent,500,RunningNpcEvent,500,FightingNpcEvent,500,FightingNpcEvent2,500,FightingNpcEvent3,500,InvasionPortalEvent_W03_OA01,300,,,,,,,,,,,,,,,,,,,,,,,
CH02_ELITE_OA_01,6,,2,TRUE,,,,OpenWorld,,,,,1,53,,11301,TID_CH02_ELITE_OA_01,OpenWorldBeetleSewers,Sewers,scene/w02_oa03b_hard.json,,sc/ui.sc#mapbg_w02_oa03_hard,Beetle,28,10,,,1,,,,530,530,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,50,PortalBossEvent,300,LunaCatEvent,500,FightingNpcEvent,500,FightingNpcEvent2,500,FightingNpcEvent3,500,InvasionPortalEvent_W02_OA03,300,,,,,,,,,,,,,,,,PoisonOpenWorld,80,1500,800,TRUE,40000,4000000,200
CH02_ELITE_OA_02,7,,2,TRUE,,,,OpenWorld,,,,,20,59,,12736,TID_CH02_ELITE_OA_02,OpenWorldDragonlingDragonCity,DragonlingCity,scene/w01_oa05_hard.json,,sc/ui.sc#mapbg_w01_oa05_hard,Dragonling,28,10,,,,,,,590,590,,,,,,,,30,150,2000,7110,21330,35550,,,,,,,,,,,,,,,,,,,,,54,PortalBossEvent,300,LunaCatEvent,500,FightingNpcEvent,500,FightingNpcEvent2,500,FightingNpcEvent3,500,InvasionPortalEvent_W01_OA05,300,,,,,,,,,,,,,,,,TornadoOpenWorld,3,2500,1300,TRUE,40000,4000000,
CH02_ELITE_OA_03,8,,2,TRUE,,,,OpenWorld,,,,,40,65,,14247,TID_CH02_ELITE_OA_03,OpenWorldBeetleRoyalQuartersAmbient,CastleIndoors,scene/w02_oa04_hard.json,,sc/ui.sc#mapbg_w02_oa04_hard,Beetle,28,10,,,1,,,,650,650,,,,,,,,30,150,2000,9000,,,,,,,,,,,,,,,,,,,,,,,57,PortalBossEvent,300,LunaCatEvent,500,FightingNpcEvent,500,FightingNpcEvent2,500,FightingNpcEvent3,500,InvasionPortalEvent_W02_OA04,300,,,,,,,,,,,,,,,,LightningOpenWorld,80,600,,TRUE,40000,4000000,200
CH02_ELITE_OA_04,9,,2,TRUE,,,,OpenWorld,,,,,60,72,,15758,TID_CH02_ELITE_OA_04,OpenWorldDragonlingGardenCity,OvergrownRuinsGarden,scene/w01_oa06_hard.json,,sc/ui.sc#mapbg_w01_oa06_hard,Dragonling,28,10,,,,,,,720,720,,,,,,,,30,150,2000,25026,75078,125130,,,,,,,,,,,,,,,,,,,,,60,PortalBossEvent,300,LunaCatEvent,500,FightingNpcEvent,500,FightingNpcEvent2,500,FightingNpcEvent3,500,InvasionPortalEvent_W01_OA06,300,,,,,,,,,,,,,,,,TornadoOpenWorld,3,2500,1300,TRUE,40000,4000000,
CH02_ELITE_OA_05,10,,2,TRUE,,,,OpenWorld,,,,,80,79,,17269,TID_CH02_ELITE_OA_05,OpenWorldBeetleCastle,RoyalQuartersIndoors,scene/w02_oa05_hard.json,,sc/ui.sc#mapbg_w02_oa05_hard,Beetle,28,10,,,1,,,,790,790,,,,,,,,30,150,2000,9000,,,,,,,,,,,,,,,,,,,,,,,63,PortalBossEvent,300,LunaCatEvent,500,FightingNpcEvent,500,FightingNpcEvent2,500,FightingNpcEvent3,500,InvasionPortalEvent_W02_OA05,300,,,,,,,,,,,,,,,,LightningOpenWorld,80,600,,TRUE,40000,4000000,200
CH02_ELITE_OA_06,11,,2,TRUE,,,,OpenWorld,,,,,90,82,,18025,TID_CH02_ELITE_OA_06,OpenWorldCatFishingVillage,IcePlains,scene/w03_oa05_frostpaw_cove_hard.json,,sc/ui.sc#mapbg_w03_oa05_hard,Cat,28,10,,,,,,,850,850,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,65,PortalBossEvent,300,LunaCatEvent,500,FightingNpcEvent,500,FightingNpcEvent2,500,FightingNpcEvent3,500,InvasionPortalEvent_W03_OA01,300,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_01,3,,2,,1,,,Dungeon,300,,,38,,36,,5490,TID_CH02_DG_01,DungeonLight,OvergrownRuins,scene/w01_dg10.json,,sc/ui.sc#mapbg_ch02_dg01_overgrown_tomb,Dragonling,4,15,,,,,,,360,360,,,,,,8,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_02,4,,2,,1,,,Dungeon,300,,,,,38,,6048,TID_CH02_DG_02,DungeonDark,SpookyForest,scene/w02_dg_rooftop_garden.json,,sc/ui.sc#mapbg_ch02_dg02_rooftop_garden,Beetle,4,15,,,1,,,,380,380,,,,,,5,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_03,5,,2,,1,,,Dungeon,300,,,,,40,,6669,TID_CH02_DG_03,OpenWorldCatFishingVillage,IcePlains,scene/w03_dg01_frozen_bridge.json,,sc/ui.sc#mapbg_ch02_dg03_ice_fishing,Dragonling,4,15,,,1,,,,400,400,,,,,,3,,100,500,10000,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_04,6,,2,,2,,,Dungeon,300,,,41,,39,,6354,TID_CH02_DG_04,DungeonDark,EarthCityRooftopNight,scene/w00_park_dg_ch2_megainvasionportal.json,,sc/ui.sc#mapbg_w01_dg10,Dragonling,4,15,,,,,,,390,390,,,,,,4,,100,500,10000,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_05,7,,2,,2,,,Arena,300,,,,,41,,7002,TID_CH02_DG_05,DungeonLight,OvergrownRuins,scene/chamber_arena_ch2_pressure_arena.json,,sc/ui.sc#mapbg_ch02_dg05_pressure_arena,Beetle,4,15,,,1,,,,410,410,,,,,,4,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_06,8,,2,,2,,,Dungeon,300,,,,,43,,7722,TID_CH02_DG_06,DungeonBeetleSewers,Sewers,scene/ch2_dg_toxic_delve.json,,sc/ui.sc#mapbg_ch02_dg06_toxic_delve,Dragonling,4,15,,,1,,,,430,430,,,,,,3,,100,500,10000,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ConstantDamage,246,,,,,,,,,,
CH02_DG_07,9,,2,,3,,,Dungeon,300,,,44,,42,,7353,TID_CH02_DG_07,OpenWorldEarthCrossTown02,AmbSlums,scene/w03_dg_slums_rooftops.json,,sc/ui.sc#mapbg_ch02_dg07_deadeye_district,Dragonling,4,15,,,1,,,,420,420,,,,,,5,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,400,,,,,,,,,,,,,,,,,,,,,
CH02_DG_08,10,,2,,3,,,Dungeon,300,,,,,44,,8109,TID_W02_DG07,DungeonBeetleSewers,SpookyLands,scene/w02_dg07.json,,sc/ui.sc#mapbg_ch02_dg08_courtyard,Beetle,4,15,,,1,,,,440,440,,,,,,5,,100,500,10000,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_09,11,,2,,3,,,Dungeon,300,,,,,46,,8937,TID_W01_DG07,DungeonLight,WindyMountainTop,scene/w01_dg07.json,,sc/ui.sc#mapbg_ch02_dg09_windy_mountain_top,Dragonling,4,15,,,,,,,460,460,,,,,,5,,100,500,10000,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_10,12,,2,,4,,,Dungeon,300,,,47,,45,,8514,TID_W02_DG11,DungeonBeetleRoyalQuarters,CastleIndoors,scene/w02_library_dg.json,,sc/ui.sc#mapbg_ch02_dg10_grand_library,Beetle,4,15,,,1,,,,450,450,,,,,,3,,100,500,10000,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_11,13,,2,,4,,,Arena,300,,,,,47,,9387,TID_W01_ARENA2,ArenaDungeon01C,SpookyForest,scene/world02_arena01.json,,sc/ui.sc#mapbg_ch02_dg11_boss_arena,Beetle,4,15,,,,,,,470,470,,,,,,4,,100,500,10000,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_12,14,,2,,4,,,Dungeon,300,,,,,49,,10350,TID_CH02_DG_12,OpenWorldEarthCrossTown02,IcePlains,scene/w03_dg_snowclaw_summit.json,,sc/ui.sc#mapbg_ch02_dg12_snowclaw_summit,Beetle,4,15,,,,,,,490,490,,,,,,3,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_13,15,,2,,5,,,Dungeon,300,,,50,,48,,9855,TID_W02_DG05,DungeonDark,SewersExotic,scene/sewer_split_paths.json,,sc/ui.sc#mapbg_ch02_dg13_dank_depths,Beetle,4,15,,,1,,,,480,480,,,,,,6,,100,500,10000,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_14,16,,2,,5,,,Dungeon,300,,,,,50,,10863,TID_W01_DG11,DungeonDragonlingDragonCity,AmbDungeon01,scene/w01_dg11.json,,sc/ui.sc#mapbg_ch02_dg14_razor_cave,Dragonling,4,15,,,,,,,500,500,,,,,,3,,100,500,10000,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_DG_15,17,,2,,5,,,Dungeon,300,,,,,52,,11970,TID_MAP_BEETLE_RAID1,DungeonBoss01B,SpookyForestRamparts,scene/beetle_raid1.json,,sc/ui.sc#mapbg_ch02_dg15_throne_room,Beetle,4,15,,,1,,,,520,520,,,,,,6,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH02_MANNY_ESCORT_DUNGEON_1,18,,2,TRUE,15,,,Dungeon,300,,TID_MANNY_ESCORT_HINT,,10,51,,11452,TID_CH02_MANNY_ESCORT_DUNGEON_1,DungeonBeetleSewers,SpookyForest,scene/w02d02_toxic_blocking.json,,sc/ui.sc#mapbg_ch02_dg_manny_vibes,Beetle,4,15,,,1,,,,520,520,,,,,,3,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,158,,172,158,,172,158,,120,172,,,,,,,,,,,,
CH02_JAX_SOLDIER_DUNGEON_1,19,,2,TRUE,15,,,Dungeon,300,,,,,52,,11678,TID_CH02_JAX_SOLDIER_DUNGEON_1,DungeonDragonlingGardenCity,OvergrownRuinsGarden,scene/w01_garden_ravine.json,,sc/ui.sc#mapbg_ch02_dg_jaxxed_out,Dragonling,4,15,,,1,,,,530,530,,,,,,3,,100,500,10000,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,134,,147,134,,147,134,,100,147,,,,,,,,,,,,
