Name,IconAsset,NPCCountPercent,NPCSpawnFrequencySec,MinimumBlockedSeconds,NPC,Pets,PetCount,Level,SummonLevel,Resource,ChestIndex,PatrolChance,TargetZone,TargetZone2,IsAmbush,AmbushOverride,AmbushDistanceTiles,AmbushDelaySeconds,AmbushHeightOverride,EliteChance,MegaEliteChance,SpawnFrequencyOffsetSeconds,SpawnChancePercent,NPCWeight,IgnoreOtherCharactersOnSpawn,IgnoreLootScreen,AggroRequirement,Tag,ForceSpawnOtherZonesDistance,ForceSpawnEnemiesMinCount,ForceSpawnEnemiesMaxCount,MultipleSpawnsChancePermille,MultipleSpawnsMinCount,MultipleSpawnsMaxCount,PatrolPickupRadius,PatrolPickupMinCount,PatrolPickupMaxCount
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
Arena23_10,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingStrongJumperV2,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingStrongJumperV2,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
Arena24_3,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingStrongJumperV2,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
Arena25_3,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,BeetleStrongMelee,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongMelee,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
Arena26_3,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,BeetleStrongMelee,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingStrongMelee,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
Arena27_1,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingStrongJumperV2,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,BeetleBossEasy,,,30,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
Arena28_1,sc/editor.sc#zone_21,100,5,0,DragonlingStrongCharger,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,120,,DragonlingBossMediumOpen,,,30,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,BeetleDungeonBossOpen,,,30,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingStrongCharger,,,45,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,BeetleStrongSummoner,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
Arena29_1,sc/editor.sc#zone_21,100,5,0,DragonlingEscort,,,1,,,,,,,,,5,,,,,,100,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingRaidBoss2Open,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
,,,120,,DragonlingEscort,,,1,,,,,,,,,5,,,,,,,0,,,,,,,,,,,,,
BeetleDungeon3Ambush,sc/editor.sc#zone_0,,5,30,BeetleWeakDasher,,,25,,,,,,,TRUE,,5,,,,,,5,1,TRUE,,,,,,,,,,,,
,,,,,BeetleWeakRanged,,,40,,,,,,,,,5,,,,,,,2,,,,,,,,,,,,,
,,,,,BeetleStrongMelee,,,20,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
DragonlingHealerAlways,sc/editor.sc#zone_4,100,10,30,DragonlingStrongHealer,,,35,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
GoblinPatrolStrong,sc/editor.sc#zone_4,100,10,30,DragonlingStrongCharger,,,16,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,,,DragonlingStrongJumper,,,8,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
GoblinPatrolWeak,sc/editor.sc#zone_4,100,10,30,DragonlingWeakMelee,,,12,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,,,
,,,,,DragonlingWeakRanged,,,12,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
TargetDummy,sc/editor.sc#zone_0,100,99,99,TargetDummy,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
DamageDummy,sc/editor.sc#zone_0,100,99,99,DamageDummy,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
RevengeDummy,sc/editor.sc#zone_0,100,99,99,RevengeDummy,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
RangedDummy,sc/editor.sc#zone_0,100,99,99,RangedDummy,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
SoccerBall,sc/editor.sc#zone_0,100,99,99,SoccerBall,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
CoolZone_NPC,sc/editor.sc#zone_0,100,99,99,PigeonNpc,,,1,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
TUTORIAL_DragonlingMelee,sc/editor.sc#zone_0,100,3,3,DragonlingWeakMeleeTutorial,,,1,,,,750,,,,,5,,,,,,100,1,,TRUE,,,,,,500,1,1,,,
TUTORIAL_DragonlingRanged,sc/editor.sc#zone_1,60,2,2,DragonlingWeakRangedTutorial,,,1,,,,500,,,,,5,,,,,,100,1,,TRUE,,,,,,300,2,2,,,
TUTORIAL_DragonlingJumper,sc/editor.sc#zone_1,20,5,30,DragonlingStrongSlammerTutorial,,,1,,,,500,,,,,5,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_2_Weak,sc/editor.sc#zone_0,75,5,1,DragonlingWeakMeleeTutorial,,,1,,,,500,,,,,5,,,,,,100,1,,TRUE,,,,,,1000,1,2,,,
TUTORIAL_2_Strong,sc/editor.sc#zone_1,75,5,1,DragonlingStrongSlammerTutorial,,,1,,,,250,,,,,5,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_2_Strong2,sc/editor.sc#zone_1,75,5,1,DragonlingStrongChargerTutorial,,,1,,,,250,,,,,5,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_2_Ambush,sc/editor.sc#zone_21,100,5,10,DragonlingWeakMeleeTutorial,,,1,,,,,,,TRUE,,7,,,,,,75,1,TRUE,TRUE,,,,,,1000,1,2,,,
TUTORIAL2_DragonlingJumper,sc/editor.sc#zone_1,,2,2,DragonlingStrongSlammerTutorial,,,1,,,,500,,,,,5,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_BOSSRIGHT,sc/editor.sc#zone_1,,4,6,DragonlingDungeonBossTutorial,,,1,,,,400,,,,,5,,,,,,100,1,,TRUE,,,1,1,1,,,,,,
TUTORIAL_BOSSLEFT,sc/editor.sc#zone_1,,4,6,DragonlingDungeonBossTutorial,,,1,,,,400,,,,,5,,,,,,100,1,,TRUE,,,1,1,1,,,,,,
TUTORIAL_Ambush,sc/editor.sc#zone_21,100,5,15,DragonlingWeakMeleeTutorial,,,1,,,,,,,TRUE,,7,,,,,,20,1,TRUE,TRUE,,,,,,1000,1,1,,,
TUTORIAL_Ambush_1,sc/editor.sc#zone_21,100,5,15,DragonlingWeakMeleeTutorial,,,1,,,,,,,TRUE,,7,,,,,1,20,1,TRUE,TRUE,,,,,,1000,1,2,,,
TUTORIAL_Ambush_2,sc/editor.sc#zone_21,100,5,15,DragonlingWeakMeleeTutorial,,,1,,,,,,,TRUE,,7,,,,,3,20,1,TRUE,TRUE,,,,,,1000,1,1,,,
TUTORIAL_Ambush_3,sc/editor.sc#zone_21,100,5,15,DragonlingWeakMeleeTutorial,,,1,,,,,,,TRUE,,7,,,,,5,20,1,TRUE,TRUE,,,,,,1000,1,2,,,
TUTORIAL_Ambush_4,sc/editor.sc#zone_21,100,5,15,DragonlingWeakMeleeTutorial,,,1,,,,,,,TRUE,,7,,,,,7,20,1,TRUE,TRUE,,,,,,1000,1,1,,,
TUTORIAL_Ambush2,sc/editor.sc#zone_21,100,5,30,DragonlingStrongSlammerTutorial,,,1,,,,,,,TRUE,,7,,,,,2,20,1,TRUE,TRUE,,,,,,,,,,,
TUTORIAL_Soldier,sc/editor.sc#zone_21,100,5,30,DragonlingFriendlySoldierTutorial,,,1,,,,,,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_DragonlingProtectIdle,sc/editor.sc#zone_21,100,999,999,DragonlingProtectIdle,,,1,,,,,,,,,5,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_DragonlingProtectIdle2,sc/editor.sc#zone_21,100,999,999,DragonlingProtectIdle2,,,1,,,,,,,,,5,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpc,sc/editor.sc#zone_21,25,5,5,RunningNPCTutorial,,,1,,,,,,,,,5,,,,,,100,1,,TRUE,,,1,1,1,,,,,,
,,,,,RunningNPCTutorial2,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,RunningNPCTutorial3,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,RunningNPCTutorial4,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,RunningNPCTutorial5,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
TUTORIAL_ProtectNpc,sc/editor.sc#zone_21,25,5,5,ProtectNPCTutorial,,,1,,,,,,,,,5,,,,,,100,1,,TRUE,,,1,1,1,,,,,,
,,,,,ProtectNPCTutorial2,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,ProtectNPCTutorial3,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,ProtectNPCTutorial4,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,ProtectNPCTutorial5,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcHarass,sc/editor.sc#zone_0,,999,-1,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,100,1,TRUE,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcTutorialIdle,sc/editor.sc#zone_21,100,999,999,RunningNpcTutorialIdle,,,1,,,,,,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcTutorialIdle2,sc/editor.sc#zone_21,100,999,999,RunningNpcTutorialIdle2,,,1,,,,,,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcTutorialIdle3,sc/editor.sc#zone_21,100,999,999,RunningNpcTutorialIdle3,,,1,,,,,,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcSlimy,sc/editor.sc#zone_21,20,2,2,RunningNpcSlimyTutorial,,,1,,,,,,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcSlimyNorthWest,sc/editor.sc#zone_21,20,5,15,DragonlingStrongChargerTutorial,,,1,,,,1000,A,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcSlimyNorthEast,sc/editor.sc#zone_21,20,5,15,DragonlingStrongChargerTutorial,,,1,,,,1000,B,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcSlimySouthWest,sc/editor.sc#zone_21,20,5,15,DragonlingStrongChargerTutorial,,,1,,,,1000,C,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_RunningNpcSlimySouthEast,sc/editor.sc#zone_21,20,5,15,DragonlingStrongChargerTutorial,,,1,,,,1000,D,,,,,,,,,,100,1,,TRUE,,,,,,,,,,,
TUTORIAL_Objective_NorthWest,sc/editor.sc#zone_21,20,3,15,InvasionPortalTutorial,,,1,,,,,,,,,,,,,,,100,1,,TRUE,,,2,4,6,,,,,,
TUTORIAL_Objective_NorthEast,sc/editor.sc#zone_21,20,3,15,InvasionPortalTutorial,,,1,,,,,,,,,,,,,,5,100,1,,TRUE,,,2,4,6,,,,,,
TUTORIAL_Objective_SouthWest,sc/editor.sc#zone_21,20,3,15,InvasionPortalTutorial,,,1,,,,,,,,,,,,,,10,100,1,,TRUE,,,2,4,6,,,,,,
TUTORIAL_Objective_SouthEast,sc/editor.sc#zone_21,20,3,15,InvasionPortalTutorial,,,1,,,,,,,,,,,,,,15,100,1,,TRUE,,,2,4,6,,,,,,
TUTORIAL_Objective_Guards,sc/editor.sc#zone_0,,999,5,DragonlingWeakMeleeTutorial,,,1,,,,,,,,,5,,,,,,100,4,,TRUE,,,,,,,,,,,
,,,,,DragonlingStrongSlammerTutorial,,,1,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
W01_OA1_DragonlingMelee,sc/editor.sc#zone_0,50,5,30,DragonlingWeakMeleeSmall,,,1,,,,250,,,,,5,,,,,,100,1,,,,,,,,500,2,2,4,2,2
W01_OA1_DragonlingRanged,sc/editor.sc#zone_1,50,5,30,DragonlingWeakRangedSmall,,,1,,,,250,,,,,5,,,,,,100,1,,,,,,,,,,,4,2,2
W01_OA1_DragonlingStrongJumper,sc/editor.sc#zone_3,10,10,30,DragonlingStrongSlammer,,,3,,,,250,,,,,5,,,,,,100,1,,,,,,,,,,,4,2,3
W01_OA1_Ambush,sc/editor.sc#zone_21,1000,5,20,DragonlingWeakMeleeSmall,,,1,,,,,,,TRUE,,5,,,,,,50,1,TRUE,,,,,,,500,2,3,4,2,3
W01_OA1_EventAmbush,sc/editor.sc#zone_21,1000,5,5,DragonlingWeakMeleeSmall,,,1,,,,,,,TRUE,,7,,,,,,75,1,TRUE,,W01_OA1_DragonlingProtect,,,,,250,1,2,4,2,3
W01_OA1_DragonlingProtect,sc/editor.sc#zone_21,50,10,90,DragonlingProtect,,,1,,,,,,,,,5,,,,,,100,1,,,,,2,2,4,,,,4,2,3
W01_OA1_Ambush_Cliffs,sc/editor.sc#zone_21,1000,5,60,DragonlingWeakMeleeSmall,,,1,,,,,,,TRUE,,7,,,,,,25,1,TRUE,,,,,,,1000,2,3,4,2,3
W01_OA1_Ambush_Wallcracks,sc/editor.sc#zone_21,1000,5,30,DragonlingWeakMeleeSmall,,,1,,,,,G,,TRUE,,7,,,,,,25,1,TRUE,,,,,,,1000,3,6,4,2,3
W01_OA1_DragonlingMelee_CampLeader,sc/editor.sc#zone_0,50,5,30,Meat,,,1,,,,,,,,,5,,,,,,100,1,,,,,4,3,6,,,,,,
W01_OA1_DragonlingRanged_CampSpawn,sc/editor.sc#zone_1,,999,5,DragonlingWeakRangedSmall,,,1,,,,,,,,,5,,,,,,100,4,,,,,,,,,,,,,
,,,,,DragonlingWeakMeleeSmall,,,1,,,,,,,,,5,,,,,,,10,,,,,,,,,,,,,
,,,,,DragonlingStrongSlammer,,,3,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
W01_OA1_DragonlingMelee_Roamer,sc/editor.sc#zone_0,50,5,30,DragonlingWeakMeleeSmall,,,1,,,,1000,A,,,,5,,,,,,100,1,,,,,2,2,2,,,,2,2,3
W01_OA1_DragonlingStrongJumper_Roamer,sc/editor.sc#zone_3,25,10,30,DragonlingStrongSlammer,,,3,,,,1000,A,,,,5,,,,,,100,1,,,,,2,2,2,,,,2,2,2
W01_OA1_DragonlingStrongJumper_JumperRoom,sc/editor.sc#zone_3,25,10,30,DragonlingStrongSlammer,,,3,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,2,2
W01_OA1_DragonlingMelee_ProtectHarrass,sc/editor.sc#zone_0,,999,30,DragonlingWeakMeleeSmall,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
W01_OA1_DragonlingProtectIdle,sc/editor.sc#zone_21,100,999,999,DragonlingProtectIdle3,,,1,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
W01_OA1_RunningNpc,sc/editor.sc#zone_21,,5,30,RunningNpc,,,1,,,,,,,,,,,,,,,100,4,,,,,,,,,,,,,
,,,,,RunningNpcSlimy,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA1_Boss,sc/editor.sc#zone_6,20,30,60,DragonlingBossEasyOpen,,,3,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA2_ResourceNodeEvent,sc/editor.sc#zone_9,40,10,90,ShootingPlant,,,5,,,,,,,,,5,,,,,,100,1,,,,,2,2,4,,1,2,3,10,10
W01_OA2_DragonlingWeak,sc/editor.sc#zone_0,80,5,30,DragonlingWeakMeleeSmall,,,2,,,,250,,,,,5,,,,,,100,3,,,,,,,,750,2,2,3,10,10
,,,,,DragonlingWeakRangedSmall,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA2_DragonlingMeleeSmall,sc/editor.sc#zone_0,30,5,30,DragonlingWeakMeleeSmall,,,2,,,,250,,,,,5,,,,,,100,1,,,,,,,,750,2,3,3,10,10
W01_OA2_DragonlingRangedSmall,sc/editor.sc#zone_1,30,5,30,DragonlingWeakRangedSmall,,,2,,,,250,,,,,5,,,,,,100,1,,,,,,,,500,1,2,3,10,10
W01_OA2_DragonlingStrongJumper,sc/editor.sc#zone_3,10,10,30,DragonlingStrongJumper,,,5,,,,250,,,,,5,,,,,,100,1,,,,,,,,,2,2,4,10,10
W01_OA2_DragonlingBossEasyTop,sc/editor.sc#zone_6,25,30,60,DragonlingBossEasyOpen,,,5,,,,1000,F,,,,5,,,,,,100,9,,,,,,,,,,,4,10,10
,,,,,DragonlingDungeonBossOpen,,,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA2_DragonlingBossEasyWest,sc/editor.sc#zone_6,25,30,60,DragonlingBossEasyOpen,,,5,,,,1000,E,,,,5,,,,,,100,9,,,,,,,,,,,4,10,10
,,,,,DragonlingDungeonBossOpen,,,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA2_DragonlingBossEasyBottom,sc/editor.sc#zone_6,25,30,60,DragonlingBossEasyOpen,,,5,,,,1000,D,,,,5,,,,,,100,9,,,,,,,,,,,4,10,10
,,,,,DragonlingDungeonBossOpen,,,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA2_DragonlingBossEasyEast,sc/editor.sc#zone_6,25,30,60,DragonlingBossEasyOpen,,,5,,,,1000,C,,,,5,,,,,,100,9,,,,,,,,,,,4,10,10
,,,,,DragonlingDungeonBossOpen,,,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA2_Ambush,sc/editor.sc#zone_21,1000,5,30,DragonlingWeakMeleeSmall,,,2,,,,,,,TRUE,,7,,,,,,25,1,TRUE,,,,,,,500,1,3,4,10,10
W01_OA2_DragonlingStrongCharger,sc/editor.sc#zone_3,15,10,30,DragonlingStrongSlammer,,,3,,,,250,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA2_DragonlingStrongChargerRoamA,sc/editor.sc#zone_3,25,10,30,DragonlingStrongJumper,,,5,,,,1000,A,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA2_DragonlingStrongChargerRoamB,sc/editor.sc#zone_3,25,10,30,DragonlingStrongJumper,,,5,,,,1000,B,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA2_DragonlingStrongChargerRoamG,sc/editor.sc#zone_3,50,10,30,DragonlingStrongSlammer,,,3,,,,1000,G,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA2_DragonlingStrongChargerRoamH,sc/editor.sc#zone_3,25,10,30,DragonlingStrongSlammer,,,3,,,,1000,H,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA2_AmbushSky,sc/editor.sc#zone_21,1000,2,120,DragonlingWeakMeleeSmall,,,2,,,,,,,TRUE,,5,2,20,,,,25,1,TRUE,,,,,,,1000,4,8,4,10,10
W01_OA2_JumperAmbush,sc/editor.sc#zone_21,1000,5,60,DragonlingStrongJumper,,,5,,,,,,,TRUE,,7,,,,,,5,1,TRUE,,,,,,,,,,,,
W01_OA2_NodeProtect,sc/editor.sc#zone_1,,999,5,ShootingPlantMinion,,,5,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_OA2_PrisonCage,sc/editor.sc#zone_21,40,10,90,PrisonCage,,,3,,,,,,,,,,,,,,,100,1,,,,,2,2,5,750,1,2,,,
W01_OA2_PrisonCage_Guards,sc/editor.sc#zone_1,,999,5,DragonlingWeakMeleeSmall,,,2,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
W01_OA2_Ambush_PrisonCage,sc/editor.sc#zone_21,1000,5,15,DragonlingWeakMeleeSmall,,,2,,,,,,,TRUE,,7,,,,,,100,1,TRUE,,W01_OA2_PrisonCage,,,,,500,1,2,4,10,10
W01_OA2_RunningNpc,sc/editor.sc#zone_21,50,5,15,RunningNpc,,,3,,,,,,,,,,,,,,,100,1,,,,,1,1,1,,,,,,
W01_OA2_RunningNpcHarass,sc/editor.sc#zone_0,,999,-1,DragonlingWeakMeleeSmall,,,2,,,,,,,,,5,,,,,,100,1,TRUE,,,,,,,,,,,,
W01_OA2_SpiritHouse,sc/editor.sc#zone_21,60,10,45,SpiritHouse,,,3,,,,,,,,,,,,,,,100,1,,,,,2,6,8,,,,,,
W01_OA2_Ambush_House,sc/editor.sc#zone_21,1000,5,12,DragonlingWeakMeleeSmall,,,2,,,,,,,TRUE,,5,,,,,,100,8,TRUE,,W01_OA2_SpiritHouse,,,,,500,2,3,4,10,10
,,,,,DragonlingStrongSlammer,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W01_OA2_Village_Boss_J,sc/editor.sc#zone_3,50,30,90,DragonlingDungeonBossOpen,,,8,,,,1000,J,,,,5,,,,,,100,1,,,,,2,4,4,,,,4,10,10
W01_OA2_Village_Boss_K,sc/editor.sc#zone_3,25,30,60,DragonlingDungeonBossOpen,,,8,,,,1000,K,,,,5,,,,,,100,1,,,,,2,4,4,,,,4,10,10
W01_DG1_DragonlingRanged,sc/editor.sc#zone_1,100,,300,DragonlingWeakRangedSmall,,,10,,,,,,,,,5,,,,,,100,1,,,,,,,,,2,2,4,1,1
W01_DG1_DragonlingMelee,sc/editor.sc#zone_1,100,,300,DragonlingWeakMeleeSmall,,,10,,,,,,,,,5,,,,,,100,1,,,,,,,,,2,2,4,1,1
W01_DG1_DragonlingStrongGroupSpawn,sc/editor.sc#zone_1,75,,300,DragonlingStrongSlammer,,,13,,,,,,,,,5,,,,,,100,1,,,,,2,2,3,,2,5,4,4,4
W01_DG1_WeakGroupSpawn,,,,5,DragonlingWeakRangedSmall,,,10,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
W01_DG1_DragonlingDungeonBossAmbush,sc/editor.sc#zone_21,100,5,20,DragonlingWeakMeleeSmall,,,10,,,,,,,TRUE,,7,,,,,,20,1,TRUE,,W01_DG1_DragonlingDungeonBoss,,,,,1000,1,2,4,10,10
W01_DG1_DragonlingDungeonBossAmbushOneTime,sc/editor.sc#zone_21,100,5,300,DragonlingStrongSlammer,,,13,,,,,,,TRUE,,20,30,,,,,100,1,TRUE,,W01_DG1_DragonlingDungeonBoss,,,,,,,,4,10,10
W01_DG1_DragonlingDungeonBossAmbushOneTimeB,sc/editor.sc#zone_21,100,5,300,DragonlingStrongSlammer,,,13,,,,,,,TRUE,,20,60,,,,,100,1,TRUE,,W01_DG1_DragonlingDungeonBoss,,,,,,,,4,10,10
W01_DG1_DragonlingDungeonBoss,sc/editor.sc#zone_21,100,,300,DragonlingDungeonBoss,,,10,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W01_DG1_DragonlingCharger,sc/editor.sc#zone_3,25,,300,DragonlingStrongJumper,,,16,,,,1000,A,,,,5,,,,,,100,1,,,,,,,,,,,,,
